source_db,source_dataset,organism,is_cell_line,cell_line_name,perturbation_type,treatment,disease,n_cells_approx,n_perturbations,sequencing_platform,library_prep,modality,accession,data_url,publication,notes
NCBI_GEO,GSE243929,Homo sapiens,False,,unknown,"Here, we introduce a novel chemically induced dedifferentiation approach that reverses the cellular development from a differentiated state to progenitor state with reduced senescence features, conferring the generation of limb bud progenitors from human adult mesenchymal stromal cells and dermal fi",,,,unknown,,scRNA-seq,GSE243929,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE243929,Generation of Human Expandable Limb Bud Cells via Chemically Induced Dedifferentiation Strategy [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE247599,Homo sapiens,False,,CRISPR,Perturb-seq reveals intrinsic and extrinsic biological factors that regulate gene functions in laten HIV expression.,,,,unknown,,scRNA-seq,GSE247599,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247599,Single-cell CRISPR Screen for HIV Host Dependency Factors Involved in Latency Reversal,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE247601,Homo sapiens,False,,unknown,This SuperSeries is composed of the SubSeries listed below.,,,,unknown,,scRNA-seq,GSE247601,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247601,Decoding Heterogenous Single-cell Perturbation Responses,GEO type: Expression profiling by high throughput sequencing; n_samples: 20
NCBI_GEO,GSE274608,Homo sapiens,False,,unknown,"As part of a benchmarking study aiming to infer gene regulatory network models and transcription factor effects from time-series data, we took daily samples of pluripotent stem cells during in vitro differentiation to definitive endoderm.",,,,unknown,,scRNA-seq,GSE274608,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274608,Time-course scRNA-seq of definitive endoderm directed differentiation,GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE190742,Homo sapiens,False,,small_molecule,We treated differentiated iPSC-derived cardiomyocytes with a small molecule FOXO activator to to evaluate potential genes that might facilitate cardiomyocyte maturation.,,,,unknown,,scRNA-seq,GSE190742,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190742,Single cell RNA sequencing of human induced pluripotent stem cell-derived cardiomyocytes with or without small molecule activation of FOXO signaling,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE274083,Homo sapiens,False,,unknown,"Congenital heart disease (CHD) is the most common birth defect in newborns, often requiring cardiac surgery with concomitant thymectomy that is known to increase disease susceptibility later in life. Studies of γδ T cells, which are one of the dominant T cells in the early fetal human thymus, are ra",,,,unknown,,scRNA-seq,GSE274083,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE274083,Early-life thymectomy leads to an increase of granzyme-producing γδ T cells in children with congenital heart disease,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE254756,Homo sapiens,False,,small_molecule,"Long-term toxicities caused by cancer treatments have recently gained increasing recognition due to a steadily growing population of cancer survivors. Radiotherapy (RT) is a common treatment known to unintentionally harm surrounding normal tissues including the skin, hindering wound healing even yea",,,,unknown,,scRNA-seq,GSE254756,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE254756,Epigenetic memory of radiotherapy in dermal fibroblasts impairs wound repair capacity in cancer survivors (RNA-Seq),GEO type: Expression profiling by high throughput sequencing; n_samples: 22
NCBI_GEO,GSE252449,Homo sapiens,False,,unknown,Polycomb repressive complex 1 (PRC1) modifies chromatin through catalysis of histone 2A lysine 119 monoubiquitination (H2AK119ub1). RING1 and RNF2 interchangeably serve as the catalytic subunit within PRC1. Pathogenic missense variants in PRC1 core components reveal functions of these proteins that ,,,,unknown,,scRNA-seq,GSE252449,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE252449,RING1 missense variants reveal sensitivity of DNA damage repair to H2A monoubiquitination dosage during neurogenesis [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 7
NCBI_GEO,GSE272271,Homo sapiens,False,,small_molecule,"Huntington's disease (HD) causes selective degeneration of striatal and cortical neurons, resulting in cell mosaicism of coexisting still functional and dysfunctional cells. The impact of non-cell autonomous mechanisms between these cellular states is poorly understood. Here we generated telencephal",,,,unknown,,scRNA-seq,GSE272271,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE272271,Single-cell RNA-seq of telencephalic organoids from healthy CTRL and HD (Huntington’s disease) hESC (RUES2) grown as mono-culture or co-culture of chimeric organoids,GEO type: Expression profiling by high throughput sequencing; n_samples: 14
NCBI_GEO,GSE270989,Homo Sapiens; Danio Rerio,False,,unknown,"Purpose: Characterization of cell types in bmp4 explants and BMP4 induced human embryoids. Methods:  Single cell transcriptomes of bmp4 explants were harvested at 6 hpf, 8 hpf,10 hpf, 12 hpf, 18 hpf and 24 hpf. Single cell transcriptomes of BMP4 induced human embryoids were harvested at Day 5 and Da",,,,10x Genomics Chromium,,scRNA-seq,GSE270989,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE270989,in vitro construction of an embryonic caudal organizer,GEO type: Expression profiling by high throughput sequencing; n_samples: 8
NCBI_GEO,GSE236936,Homo Sapiens; Mus Musculus,True,,CRISPR,"Single-cell lineage tracing based on CRISPR/Cas9 gene editing tracks both cell states and genetic lineages at a single-cell resolution. We developed DuTracer, a single-cell lineage tracing method, to avoid rapid target exhaustion and barcode information dropout. Firstly, we introduced this system in",,,,unknown,,scRNA-seq,GSE236936,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236936,Genome editing by dual nucleases records deep lineage hierarchy with high fidelity.,GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 14
NCBI_GEO,GSE241338,Homo Sapiens; Mus Musculus,False,,unknown,Gene expression is a stochastic process that occurs in bursts of RNA synthesis. We applied a mathematical model to scRNA-Seq data to infer bursting dynamics transcriptome-wide under multiple perturbations in a wide range of cell types and identified possible molecular mechanisms. We find that mediat,,,,unknown,,scRNA-seq,GSE241338,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241338,Genome-wide interference of chromatin architecture and Mediator in transcriptional bursting and gene network regulation,GEO type: Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Other; n_samples: 250
NCBI_GEO,GSE147393,Homo sapiens,True,,CRISPR,"Three pooled iPSC-derived human kidney organoids from three different cell lines were derived from one kidney disease patient and cultured in parallel. The three cell lines represent (1) heterozygous HNF4A mutation present in the patient, (2) CRISPR-Cas9 gene corrected line, and (3) a null line that",,,,10x Genomics Chromium,,scRNA-seq,GSE147393,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE147393,Single cell RNA-Seq of patient derived kidney organoids as a model of Fanconi renotubular syndrome,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE232149,Homo sapiens,False,,unknown,"The efficacy of antitumor immunity is associated with the metabolic state of cytotoxic T cells, which is highly amenable to perturbation by the tumor microenvironment. It is therefore of tremendous interest to bypass immunosuppressive signaling in the tumor microenvironment and to identify factors t",,,,unknown,,scRNA-seq,GSE232149,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE232149,Sodium chloride in the tumor microenvironment enhances T cell metabolic fitness and cytotoxicity,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE208369,Homo sapiens,False,,unknown,"Gastruloids are a powerful in vitro model of early human development. However, although elongated and composed of all three germ layers, human gastruloids do not morphologically resemble post-implantation human embryos. Here we show that an early pulse of retinoic acid (RA), together with later Matr",,,,unknown,,scRNA-seq,GSE208369,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208369,Retinoic acid induces human gastruloids with posterior embryo-like structures,GEO type: Expression profiling by high throughput sequencing; n_samples: 14
NCBI_GEO,GSE269596,Homo sapiens,False,,CRISPR,"Most mammalian genes have multiple polyA sites, representing a substantial source of transcript diversity regulated by the cleavage and polyadenylation (CPA) machinery. To better understand how these proteins govern polyA site choice we introduce CPA-Perturb-seq, a multiplexed perturbation screen da",,,,unknown,,scRNA-seq,GSE269596,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269596,Multiplexed single-cell characterization of alternative polyadenylation regulators (scRNA-Seq),GEO type: Expression profiling by high throughput sequencing; n_samples: 12
NCBI_GEO,GSE269037,Homo sapiens,True,,unknown,"An important and largely unsolved problem in synthetic biology is how to target gene expression to specific cell types. Here, we apply iterative deep learning to design synthetic enhancers with strong differential activity between two human cell lines. We initially train models on published datasets",,,,unknown,,scRNA-seq,GSE269037,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE269037,Iterative deep learning-design of human enhancers exploits condensed sequence grammar to achieve cell type-specificity [scRNA-Seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE267740,Mus Musculus; Homo Sapiens,False,,CRISPR,"Treatment of autoimmune diseases demands a shift from unspecific immunosuppression towards targeted therapies. This could be achieved by turning pro-inflammatory T helper (Th) cells into anti-inflammatory subsets. However, the molecular pathways involved in T cell plasticity and stability are not fu",,,,unknown,,scRNA-seq,GSE267740,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267740,Targeting T cell plasticity by pooled single cell CRISPR-screening in preclinical models of kidney and gut inflammation,GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 56
NCBI_GEO,GSE241980,Mus Musculus; Homo Sapiens,False,,unknown,This SuperSeries is composed of the SubSeries listed below.,,,,unknown,,scRNA-seq,GSE241980,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241980,IFN    -induced Immunosuppression in Lung Carcinoma is Mediated by an Environmental Chemical Receptor (AhR) through PD-L1 and IDO Control,GEO type: Expression profiling by high throughput sequencing; n_samples: 17
NCBI_GEO,GSE241977,Homo sapiens,True,,small_molecule,"While immunotherapy has shown efficacy in non-small cell lung cancer (NSCLC) patients, many respond only partially or not at all. One limitation in improving outcomes is the lack of a complete understanding of factors regulating immune checkpoint targets. Here, we sought to address a possible link b",,,,unknown,,scRNA-seq,GSE241977,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241977,IFN    -induced treatment of a Human Lung Adenocarcinoma Cell Line is Mediated by an Environmental Chemical Receptor (AhR) through PD-L1 and IDO Control (a549 bulk RNA),GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE241115,Homo sapiens,False,,CRISPR,"In many tumors, small subpopulations of stem-like cells can exist in drug-resistant states that are transient and epigenetically governed. Single-cell RNA sequencing (scRNA-seq) provides transcriptional profiles for individual cells which, although sparse and noisy, may provide insight into how they",,,,Parse SPLiT-seq,,scRNA-seq,GSE241115,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241115,Elucidating and Pharmacologically Targeting Master Regulators of Stem-like Breast Cancer Cell State (CROP-Seq),GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE266934,Homo sapiens,True,,small_molecule,"Triple Negative Breast cancer is a heterogeneous disease that is capable of adapting to a variety of stimuli. To study the dynamics of both drug and ligand response, we performed scRNA-seq to deeply profiled the transcriptional response of the HCC1143 cell line to a variety of stimuli.",,,,unknown,,scRNA-seq,GSE266934,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266934,Transcriptional heterogeneity of HCC1143 Triple Negative Breast Cancer perturbed with paclitaxel or soluble ligand,GEO type: Expression profiling by high throughput sequencing; n_samples: 6
NCBI_GEO,GSE266307,Homo sapiens,False,,CRISPR,"Cardiomyocyte maturation is crucial for generating adult cardiomyocytes and the application of human pluripotent stem cell derived-cardiomyocytes (hPSC-CMs). However, regulation at the cis-regulatory element level, and its role in heart disease remain unclear. Alpha-actinin 2 (ACTN2) levels increase",,,,unknown,,scRNA-seq,GSE266307,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE266307,A transcriptional enhancer regulates cardiac maturation [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 1
NCBI_GEO,GSE247691,Homo sapiens,False,,small_molecule,"This SuperSeries is composed of the SubSeries listed below. Advancements in precision oncology over the past decades have led to new therapeutic interventions, but the efficacy of such treatments is generally limited by an adaptive process that fosters drug resistance. In addition to genetic mutatio",,,,unknown,,scRNA-seq,GSE247691,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE247691,Cellular adaptation to cancer therapy along a resistance continuum,GEO type: Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; Other; n_samples: 93
NCBI_GEO,GSE267243,Homo sapiens,False,,small_molecule,"High-throughput phenotypic screens leveraging biochemical perturbations and high-content readouts are poised to advance therapeutic discovery, yet they remain constrained by limitations of scale. To address this, we establish a method of pooling exogenous perturbations followed by computational deco",,,,unknown,,scRNA-seq,GSE267243,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE267243,"Scalable, compressed phenotypic screening using pooled perturbations  (PDAC screens)",GEO type: Expression profiling by high throughput sequencing; n_samples: 54
NCBI_GEO,GSE231847,Homo sapiens,False,,unknown,"In this study, we performed single RNA sequencing in 1-month and 2-month cortical organoids derived from wild-type and Ctcf heterozygous hESCs.",,,,unknown,,scRNA-seq,GSE231847,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE231847,"CTCF mutation at R567 causes developmental disorders by 3D genome rearrangement, premature exhaustion of stem cells and abnormal neurodevelopment [scRNA-seq]",GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE264667,Homo sapiens,False,,CRISPR,"Single cell CRISPR screens such as Perturb-seq enable transcriptomic profiling of cellular perturbations at scale. However, the data produced by these screens are inherently noisy, limiting power to detect true effects with conventional differential expression analyses. Here, we introduce TRanscript",,,,unknown,,scRNA-seq,GSE264667,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE264667,Transcriptome-wide characterization of genetic perturbations,GEO type: Expression profiling by high throughput sequencing; n_samples: 224
NCBI_GEO,GSE216364,Homo sapiens,False,,CRISPR,"First-in-human clinical trials illustrate the feasibility and translational potential of human pluripotent stem cell (hPSC)-based cell therapy in Parkinson’s disease (PD). However, a major unresolved challenge is the extensive cell death following transplantation with <10% of grafted dopamine neuron",,,,unknown,,scRNA-seq,GSE216364,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE216364,TNF-NFkB-p53 axis restricts in vivo survival of hPSC-derived dopamine neuron (scRNA-Seq),GEO type: Expression profiling by high throughput sequencing; n_samples: 8
NCBI_GEO,GSE255891,Homo sapiens,False,,CRISPR,Recent studies indicate that the human spleen contains over 95% of the total parasite biomass during chronic asymptomatic infections caused by Plasmodium vivax. Previous studies have demonstrated that extracellular vesicles (EVs) secreted from infected reticulocytes facilitate binding to human splee,,,,unknown,,scRNA-seq,GSE255891,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE255891,PvSDP1 and its role in Extracellular Vesicles-Mediated Intrasplenic Infections in Plasmodium vivax,GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE238255,Homo sapiens,False,,small_molecule,"Cellular senescence is now acknowledged as a key contributor to organismal ageing and late-life disease. Although popular, the study of senescence in vitro can be complicated by the prolonged and asynchronous timing of cells committing to it and its paracrine effects. To address these issues, we rep",,,,unknown,,scRNA-seq,GSE238255,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE238255,Rapid and synchronous chemical induction of replicative-like senescence via a small molecule inhibitor [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE238254,Homo sapiens,False,,small_molecule,"Cellular senescence is now acknowledged as a key contributor to organismal ageing and late-life disease. Although popular, the study of senescence in vitro can be complicated by the prolonged and asynchronous timing of cells committing to it and its paracrine effects. To address these issues, we rep",,,,unknown,,scRNA-seq,GSE238254,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE238254,Rapid and synchronous chemical induction of replicative-like senescence via a small molecule inhibitor [factory RNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 8
NCBI_GEO,GSE238252,Homo sapiens,False,,small_molecule,"Cellular senescence is now acknowledged as a key contributor to organismal ageing and late-life disease. Although popular, the study of senescence in vitro can be complicated by the prolonged and asynchronous timing of cells committing to it and its paracrine effects. To address these issues, we rep",,,,unknown,,scRNA-seq,GSE238252,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE238252,Rapid and synchronous chemical induction of replicative-like senescence via a small molecule inhibitor [bulk RNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 14
NCBI_GEO,GSE238251,Homo sapiens,False,,small_molecule,"Cellular senescence is now acknowledged as a key contributor to organismal ageing and late-life disease. Although popular, the study of senescence in vitro can be complicated by the prolonged and asynchronous timing of cells committing to it and its paracrine effects. To address these issues, we rep",,,,unknown,,scRNA-seq,GSE238251,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE238251,Rapid and synchronous chemical induction of replicative-like senescence via a small molecule inhibitor [Ribo-seq],GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 18
NCBI_GEO,GSE244653,Homo sapiens,False,,CRISPR,"Microglia, the brain’s resident immune cells, play vital roles in brain development, and disorders like Alzheimer’s disease (AD). Human iPSC-derived microglia (iMG) provide a promising model to study these processes. However, existing iMG generation protocols face challenges, such as prolonged diffe",,,,unknown,,scRNA-seq,GSE244653,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244653,An integrated toolkit for human microglia functional genomics,GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE246269,Homo sapiens,False,,small_molecule,"Smooth muscle cell (SMC) gene regulatory networks are thought to play a role in atherosclerosis, a disease characterized by alterations to SMC phenotype. Based on analysis of multiple bulk and single-cell RNA-Seq atherosclerosis data sets, FRZB and ALCAM were prioritized as candidate regulators of a",,,,unknown,,scRNA-seq,GSE246269,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE246269,Gene perturbation in human arterial smooth muscle cells under treatments promoting synthetic or contractile phenotype,GEO type: Expression profiling by high throughput sequencing; n_samples: 55
NCBI_GEO,GSE235152,Mus Musculus; Homo Sapiens,False,,unknown,"We found the transpeptidase Sortase A also binds nucleic acids and mediates mammalian cell labeling. We confiremed the labeling reaction  using . Furthermore, a variety of additional classes of wild-type sortase and engineered mutants of sortase A exhibited the ability to label the surface of mammal",,,,unknown,,scRNA-seq,GSE235152,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235152,"The  transpeptidase sortase A, binds nucleic acids, which can be used and to mediates their cell labeling",GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 14
NCBI_GEO,GSE261618,Homo sapiens,False,,small_molecule,"Over-activation of the epidermal growth factor receptor (EGFR) is a hallmark of glioblastoma. However, EGFR-targeted therapies have led to minimal clinical response. While delivery of EGFR inhibitors (EGFRis) to the brain constitutes a major challenge, how additional drug-specific features alter eff",,,,unknown,,scRNA-seq,GSE261618,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261618,A heterogenous pharmaco-transcriptomic landscape induced by targeting a single oncogenic kinase,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE261157,Homo sapiens,False,,unknown,"3D-cultured unguided neural and cortical organoids derived from human iPS cells carrying a GFAP (R239C) mutation - an identified cause of Alexander disease (AxD) - and their isogenic controls were analyzed with scRNA-seq to investigate the effect of the GFAP mutation on brain development, cell type ",,,,unknown,,scRNA-seq,GSE261157,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE261157,Aberrant neurodevelopment in human iPS cell-derived neural organoid model of Alexander disease,GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE256130,Homo sapiens,False,,small_molecule,"The overexpression of the ecotropic viral integration site-1 gene (EVI1/MECOM) marks the most lethal acute myeloid leukemia (AML) subgroup carrying chromosome 3q26 abnormalities. By taking advantage of the intersectionality of high-throughput cell-based and gene expression screens, we identified sel",,,,unknown,,scRNA-seq,GSE256130,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE256130,Orthogonal proteogenomic approaches identify the druggable PA2G4-MYC axis in 3q26 AML [scRNA-Seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE230842,Homo sapiens,False,,small_molecule,"In the present study, we analyzed single-cell multi-omics data from psoriasis patients and healthy individuals and found that more fibroblast-macrophage communication was present in the dermis of psoriasis lesions, exacerbating psoriasis progression. A natural product library was used to screen for ",,,,unknown,,scRNA-seq,GSE230842,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230842,Celastrol targets LRP1 to inhibit fibroblast-macrophage crosstalk and ameliorates psoriasis progression,GEO type: Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; n_samples: 9
NCBI_GEO,GSE244756,Homo sapiens,False,,small_molecule,"Mutations in transcription factor Growth Factor Independence 1B (GFI1B) cause inherited bleedings with varying intensity possibly caused by different effects on the transcriptional function of GFI1B. We studied transcriptomic changes of normal and GFI1BT174N,H181Y,R184P,Q287* mutants in megakaryobla",,,,unknown,,scRNA-seq,GSE244756,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244756,Transcriptomic changes induced by GFI1B variants,GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE244609,Homo sapiens,False,,small_molecule,"Mutations in transcription factor Growth Factor Independence 1B (GFI1B) cause inherited bleedings with varying intensity possibly caused by different effects on the transcriptional function of GFI1B. We studied transcriptomic changes of normal and GFI1BT174N,H181Y,R184P,Q287* mutants in megakaryobla",,,,unknown,,scRNA-seq,GSE244609,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244609,GFI1B and LSD1 repress myeloid traits during megakaryocyte differentiation,GEO type: Expression profiling by high throughput sequencing; n_samples: 24
NCBI_GEO,GSE241293,Macaca Fascicularis; Homo Sapiens,True,,CRISPR,"Comparisons of molecular phenotypes across primates provide unique information to understand human biology and evolution and single-cell RNA-seq CRISPR interference screens are a powerful approach to analyze them. Here, we generate and validate three human, three gorilla and two cynomolgus iPS cell ",,,,unknown,,scRNA-seq,GSE241293,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241293,Generation and characterization of inducible KRAB-dCas9 iPSCs from primates for cross-species CRISPRi,GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE241453,Homo sapiens,False,,CRISPR,Alzheimer’s disease (AD) is the most common cause of dementia. A patient with the PSEN1 E280A mutation and homozygous for APOE3 Christchurch (APOE3Ch) was found to have extreme resistance to cognitive decline and tauopathy despite having high amyloid burden. We established induced pluripotent stem c,,,,unknown,,scRNA-seq,GSE241453,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241453,APOE3Christchurch modulates tau phosphorylation and β-catenin/Wnt signaling in iPS cell-derived cerebral organoids from Alzheimer’s cases,GEO type: Expression profiling by high throughput sequencing; n_samples: 8
NCBI_GEO,GSE220974,Homo sapiens,True,,CRISPR,"We develop a system for bidirectional epigenetic editing (CRISPRai), in which orthogonal activating (CRISPRa) and repressive (CRISPRi) perturbations are applied simultaneously to multiple loci the same cell. We perform Perturb-seq, a method for single-cell RNA-seq paired with CRISPR guide RNA (gRNA)",,,,unknown,,scRNA-seq,GSE220974,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220974,CRISPRai Perturb-seq [Series 1],GEO type: Expression profiling by high throughput sequencing; n_samples: 16
NCBI_GEO,GSE260685,Homo sapiens,False,,unknown,"The reproductive and endocrine functions of the human ovary involve spatially defined interactions among highly specialized cell populations. Despite the importance of the ovary in female fertility and overall endocrine health, the functional attributes of ovarian cells and the complex structures in",,,,unknown,,scRNA-seq,GSE260685,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260685,Cellular atlas of the human ovary using morphologically guided spatial transciptomics and single-cell sequencing [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 3
NCBI_GEO,GSE260532,Homo sapiens,False,,CRISPR,"Traumatic brain injury (TBI) strongly correlates with neurodegenerative disease. However, it remains unclear which neurodegenerative mechanisms are intrinsic to the brain itself and which strategies most potently mitigate these processes, particularly in individuals genetically predisposed to neurod",,,,unknown,,scRNA-seq,GSE260532,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE260532,KCNJ2 inhibition mitigates mechanical injury in human brain organoids [scRNA-seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
NCBI_GEO,GSE207360,Mus Musculus; Homo Sapiens; Synthetic Construct,True,,CRISPR,"To investigate the functional role of EGFR in the formation of large vessels, we established a mesenchymal glioma stem cell line (GSC83) with intact EGFR and knocked down EGFR by Crispr-Cas9. We then performed single cells gene expression profiling analysis using data obtained from RNA-seq of 2 diff",,,,unknown,,scRNA-seq,GSE207360,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE207360,"Mesenchymal glioma stem cells trigger vasectasia, a distinct neovascularization process mediated by extracellular vesicles carrying EGFR [scRNA-seq]",GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 45
NCBI_GEO,GSE255416,Homo sapiens,False,,unknown,This SuperSeries is composed of the SubSeries listed below.,,,,unknown,,scRNA-seq,GSE255416,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE255416,FOXO1 is a master regulator of CAR T memory programming,GEO type: Expression profiling by high throughput sequencing; Genome binding/occupancy profiling by high throughput sequencing; n_samples: 83
NCBI_GEO,GSE241042,Homo sapiens,False,,small_molecule,"Current ventral midbrain dopaminergic progenitor differentiation protocols utilize small molecule inhibitors targeting Glycogen synthase kinase-3 (GSK3) to activate Wnt signaling, a step required for the anterior-posterior patterning of the nervous system and acquisition of the midbrain fate. Howeve",,,,unknown,,scRNA-seq,GSE241042,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241042,Rational derivation of midbrain dopamine neuron progenitors from hPSCs using a selective FZD5 antibody agonist [scRNA-Seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 4
NCBI_GEO,GSE225808,Homo sapiens,False,,CRISPR,"RNA-binding proteins (RBPs) are multifunctional regulators of gene expression with complex and context-dependent mechanisms of action, yet the regulatory grammar that underlies RBP-mediated functions remains underexplored. Here, we performed a multi-omic data integration to systematically decipher t",,,,unknown,,scRNA-seq,GSE225808,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225808,A Unified Framework for Systematic Identification of Post-Transcriptional Regulatory Modules [Ribosomal profiling],GEO type: Expression profiling by high throughput sequencing; Other; n_samples: 5
NCBI_GEO,GSE225807,Homo sapiens,False,,CRISPR,"RNA-binding proteins (RBPs) are multifunctional regulators of gene expression with complex and context-dependent mechanisms of action, yet the regulatory grammar that underlies RBP-mediated functions remains underexplored. Here, we performed a multi-omic data integration to systematically decipher t",,,,unknown,,scRNA-seq,GSE225807,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225807,A Unified Framework for Systematic Identification of Post-Transcriptional Regulatory Modules [perturb_seq],GEO type: Expression profiling by high throughput sequencing; n_samples: 2
